req2_content,req1_content,cos,pos_overlap_ratio,opposite_overlap_count,jaccard,euclidean,levenshtein,jensen_shannon,ngram,bm25,decision
Appointment scheduling should have an eye on the availablity of the doctor.,Anyone should be able to access patient records.,0.05,0,0,0.056,1.378,50,0.899,0,1.56,No
"The ERP system should track the inventory of medical supplies, drugs, and equipment.",Anyone should be able to access patient records.,0.049,0,0,0.05,1.379,59,0.903,0,1.685,No
It must provide alerts for low stock levels and automate the reordering process.,Anyone should be able to access patient records.,0,0,0,0,1.414,55,1,0,0,No
The system should allow for the categorization and easy retrieval of medical supplies and equipment.,Anyone should be able to access patient records.,0.043,0,0,0.048,1.384,72,0.911,0,1.965,No
It must support barcode scanning for efficient tracking and stock management.,Anyone should be able to access patient records.,0,0,0,0,1.414,58,1,0,0,No
It should support QR code to track stocks.,Anyone should be able to access patient records.,0.144,0,0,0.143,1.308,32,0.75,0,2.293,No
"When the supply stock is low, it must notify.",Anyone should be able to access patient records.,0,0,0,0,1.414,38,1,0,0,No
Software should monitor the medicine stocks.,Anyone should be able to access patient records.,0.079,0,0,0.077,1.357,32,0.856,0,0.984,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.",Anyone should be able to access patient records.,0.04,0.1,0,0,1.386,115,1,0,0,No
EHRs should be accessible to authorized healthcare providers for updating and reference.,Anyone should be able to access patient records.,0.183,0.333,0,0.176,1.278,56,0.697,0,4.68,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",Anyone should be able to access patient records.,0.05,0,0,0.048,1.378,79,0.907,0,1.819,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,Anyone should be able to access patient records.,0.049,0,0,0.045,1.379,73,0.911,0,1.965,No
All the data must be encrypted.,Anyone should be able to access patient records.,0.079,0.5,0,0.077,1.357,34,0.856,0,0.984,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",Anyone should be able to access patient records.,0.044,0,0,0.04,1.383,108,0.92,0,2.484,No
It must integrate with insurance systems for verification and claim processing.,Anyone should be able to access patient records.,0,0,0,0,1.414,61,1,0,0,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,Anyone should be able to access patient records.,0.052,0,0,0.05,1.377,61,0.903,0,1.685,No
It should provide financial reporting and analytics for hospital administrators.,Anyone should be able to access patient records.,0.06,0,0,0.059,1.371,59,0.889,0,1.338,No
Insurance will also be managed through this software.,Anyone should be able to access patient records.,0.067,0.5,0,0.067,1.366,40,0.875,0,1.147,No
All kinds of payments should be done through online banking.,Anyone should be able to access patient records.,0.127,0.5,0,0.125,1.321,40,0.777,0,2.675,No
"The system must manage employee records, including personal details, qualifications, and work history.",Anyone should be able to access patient records.,0.052,0.143,0,0,1.377,77,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",Anyone should be able to access patient records.,0.11,0,0,0.105,1.334,68,0.806,0,3.369,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",Anyone should be able to access patient records.,0.057,0,0,0.056,1.373,63,0.894,0,1.445,No
The system should ensure compliance with labor laws and regulations.,Anyone should be able to access patient records.,0.06,0,0,0.059,1.371,44,0.889,0,1.338,No
Emplyoee management system also needs to be implemented.,Anyone should be able to access patient records.,0.144,0.333,0,0.143,1.308,42,0.75,0,2.293,No
Recruitment exam should also be managable.,Anyone should be able to access patient records.,0.171,1,0,0.167,1.288,39,0.713,0,1.967,No
Performance evaluation of each staff should be automated.,Anyone should be able to access patient records.,0.144,0.5,0,0.143,1.308,45,0.75,0,2.293,No
"Staff payment should be managed, and histories should be kept.",Anyone should be able to access patient records.,0.241,0.25,0,0.143,1.232,41,0.688,0,2.675,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Anyone should be able to access patient records.,0.085,0,0,0.071,1.352,131,0.857,0,6.901,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Anyone should be able to access patient records.,0.05,0,0,0.048,1.378,68,0.907,0,1.819,No
The system should support data visualization tools to aid in decision-making.,Anyone should be able to access patient records.,0.115,0,0,0.118,1.33,54,0.788,0,2.889,No
It must offer real-time analytics and historical data for trend analysis.,Anyone should be able to access patient records.,0,0,0,0,1.414,55,1,0,0,No
All patient should be given an id.,Bed allocation will be manual.,0.093,0.5,0,0.091,1.346,23,0.832,0,0.517,No
"The system should allow staff to schedule patient appointments for various services, including consultations, diagnostic tests, and surgeries.",Bed allocation will be manual.,0,0,0,0,1.414,119,1,0,0,No
Appointment scheduling should consider the availability of healthcare providers and the resources required.,Bed allocation will be manual.,0,0,0,0,1.414,90,1,0,0,No
"Patients should be able to request, reschedule, or cancel appointments through a patient portal.",Bed allocation will be manual.,0.067,0.5,0,0.056,1.366,78,0.887,0,1.258,No
